Test Case: H100PCIE_aten_slice
|   M   |  N   |  B  | dim | end | start | step |    input_shape     | dtype | duration_min(us) | duration_mean(us) | duration_max(us) | theory_latency(us) |  flops   |    io    | flops_efficiency | io_efficiency |
| 4096  | 3072 | 16  |  0  | 16  |   1   |  1   | [[16, 4096, 3072]] | bf16  |       1.5        |       1.51        |       1.54       |       253.66       | 0.00e+00 | 2.01e+08 |        0%        |   13421.77%   |
| 4096  | 3072 | 32  |  0  | 16  |   1   |  1   | [[32, 4096, 3072]] | bf16  |       1.49       |       1.51        |       1.56       |       505.32       | 0.00e+00 | 4.03e+08 |        0%        |   27023.7%    |
|  32   | 4096 |  1  |  0  | 16  |   1   |  1   |  [[1, 32, 4096]]   | bf16  |       1.5        |       1.52        |       1.54       |        2.16        | 0.00e+00 | 1.31e+05 |        0%        |     8.74%     |
|  32   | 4096 |  2  |  0  | 16  |   1   |  1   |  [[2, 32, 4096]]   | bf16  |       1.49       |       1.51        |       1.53       |        2.33        | 0.00e+00 | 2.62e+05 |        0%        |    17.59%     |
|  32   | 4096 |  4  |  0  | 16  |   1   |  1   |  [[4, 32, 4096]]   | bf16  |       1.51       |       1.53        |       1.55       |        2.66        | 0.00e+00 | 5.24e+05 |        0%        |    34.72%     |
|  32   | 4096 |  8  |  0  | 16  |   1   |  1   |  [[8, 32, 4096]]   | bf16  |       1.49       |       1.51        |       1.53       |        3.31        | 0.00e+00 | 1.05e+06 |        0%        |    70.37%     |
|  32   | 4096 | 16  |  0  | 16  |   1   |  1   |  [[16, 32, 4096]]  | bf16  |       1.48       |        1.5        |       1.52       |        4.62        | 0.00e+00 | 2.10e+06 |        0%        |    141.7%     |
|  32   | 4096 | 32  |  0  | 16  |   1   |  1   |  [[32, 32, 4096]]  | bf16  |       1.49       |       1.51        |       1.54       |        7.24        | 0.00e+00 | 4.19e+06 |        0%        |    281.5%     |
|  64   | 4096 |  1  |  0  | 16  |   1   |  1   |  [[1, 64, 4096]]   | bf16  |       1.52       |       1.55        |       1.64       |        2.33        | 0.00e+00 | 2.62e+05 |        0%        |    17.25%     |
|  64   | 4096 |  2  |  0  | 16  |   1   |  1   |  [[2, 64, 4096]]   | bf16  |       1.49       |       1.51        |       1.54       |        2.66        | 0.00e+00 | 5.24e+05 |        0%        |    35.19%     |
|  64   | 4096 |  4  |  0  | 16  |   1   |  1   |  [[4, 64, 4096]]   | bf16  |       1.49       |       1.51        |       1.53       |        3.31        | 0.00e+00 | 1.05e+06 |        0%        |    70.37%     |
|  64   | 4096 |  8  |  0  | 16  |   1   |  1   |  [[8, 64, 4096]]   | bf16  |       1.52       |       1.54        |       1.58       |        4.62        | 0.00e+00 | 2.10e+06 |        0%        |    137.97%    |
|  64   | 4096 | 16  |  0  | 16  |   1   |  1   |  [[16, 64, 4096]]  | bf16  |       1.51       |       1.52        |       1.55       |        7.24        | 0.00e+00 | 4.19e+06 |        0%        |    277.77%    |
|  64   | 4096 | 32  |  0  | 16  |   1   |  1   |  [[32, 64, 4096]]  | bf16  |       1.51       |       1.52        |       1.52       |       12.49        | 0.00e+00 | 8.39e+06 |        0%        |    555.54%    |
|  128  | 4096 |  1  |  0  | 16  |   1   |  1   |  [[1, 128, 4096]]  | bf16  |       1.51       |       1.57        |       1.84       |        2.66        | 0.00e+00 | 5.24e+05 |        0%        |    34.72%     |
|  128  | 4096 |  2  |  0  | 16  |   1   |  1   |  [[2, 128, 4096]]  | bf16  |       1.5        |       1.51        |       1.54       |        3.31        | 0.00e+00 | 1.05e+06 |        0%        |    69.91%     |
|  128  | 4096 |  4  |  0  | 16  |   1   |  1   |  [[4, 128, 4096]]  | bf16  |       1.5        |       1.51        |       1.54       |        4.62        | 0.00e+00 | 2.10e+06 |        0%        |    139.81%    |
|  128  | 4096 |  8  |  0  | 16  |   1   |  1   |  [[8, 128, 4096]]  | bf16  |       1.51       |       1.53        |       1.55       |        7.24        | 0.00e+00 | 4.19e+06 |        0%        |    277.77%    |
|  128  | 4096 | 16  |  0  | 16  |   1   |  1   | [[16, 128, 4096]]  | bf16  |       1.51       |       1.53        |       1.55       |       12.49        | 0.00e+00 | 8.39e+06 |        0%        |    555.54%    |
|  128  | 4096 | 32  |  0  | 16  |   1   |  1   | [[32, 128, 4096]]  | bf16  |       1.49       |       1.53        |       1.55       |       22.97        | 0.00e+00 | 1.68e+07 |        0%        |   1125.99%    |
|  256  | 4096 |  1  |  0  | 16  |   1   |  1   |  [[1, 256, 4096]]  | bf16  |       1.51       |       1.52        |       1.54       |        3.31        | 0.00e+00 | 1.05e+06 |        0%        |    69.44%     |
|  256  | 4096 |  2  |  0  | 16  |   1   |  1   |  [[2, 256, 4096]]  | bf16  |       1.49       |       1.51        |       1.55       |        4.62        | 0.00e+00 | 2.10e+06 |        0%        |    140.75%    |
|  256  | 4096 |  4  |  0  | 16  |   1   |  1   |  [[4, 256, 4096]]  | bf16  |       1.49       |       1.51        |       1.52       |        7.24        | 0.00e+00 | 4.19e+06 |        0%        |    281.5%     |
|  256  | 4096 |  8  |  0  | 16  |   1   |  1   |  [[8, 256, 4096]]  | bf16  |       1.48       |       1.51        |       1.53       |       12.49        | 0.00e+00 | 8.39e+06 |        0%        |    566.8%     |
|  256  | 4096 | 16  |  0  | 16  |   1   |  1   | [[16, 256, 4096]]  | bf16  |       1.5        |       1.51        |       1.52       |       22.97        | 0.00e+00 | 1.68e+07 |        0%        |   1118.48%    |
|  256  | 4096 | 32  |  0  | 16  |   1   |  1   | [[32, 256, 4096]]  | bf16  |       1.48       |       1.51        |       1.55       |       43.94        | 0.00e+00 | 3.36e+07 |        0%        |   2267.19%    |
|  512  | 4096 |  1  |  0  | 16  |   1   |  1   |  [[1, 512, 4096]]  | bf16  |       1.5        |       1.52        |       1.55       |        4.62        | 0.00e+00 | 2.10e+06 |        0%        |    139.81%    |
|  512  | 4096 |  2  |  0  | 16  |   1   |  1   |  [[2, 512, 4096]]  | bf16  |       1.48       |       1.51        |       1.53       |        7.24        | 0.00e+00 | 4.19e+06 |        0%        |    283.4%     |
|  512  | 4096 |  4  |  0  | 16  |   1   |  1   |  [[4, 512, 4096]]  | bf16  |       1.5        |       1.52        |       1.54       |       12.49        | 0.00e+00 | 8.39e+06 |        0%        |    559.24%    |
|  512  | 4096 |  8  |  0  | 16  |   1   |  1   |  [[8, 512, 4096]]  | bf16  |       1.48       |        1.5        |       1.52       |       22.97        | 0.00e+00 | 1.68e+07 |        0%        |    1133.6%    |
|  512  | 4096 | 16  |  0  | 16  |   1   |  1   | [[16, 512, 4096]]  | bf16  |       1.47       |        1.5        |       1.51       |       43.94        | 0.00e+00 | 3.36e+07 |        0%        |   2282.61%    |
|  512  | 4096 | 32  |  0  | 16  |   1   |  1   | [[32, 512, 4096]]  | bf16  |       1.48       |        1.5        |       1.52       |       85.89        | 0.00e+00 | 6.71e+07 |        0%        |   4534.38%    |
| 1024  | 4096 |  1  |  0  | 16  |   1   |  1   | [[1, 1024, 4096]]  | bf16  |       1.51       |       1.53        |       1.54       |        7.24        | 0.00e+00 | 4.19e+06 |        0%        |    277.77%    |
| 1024  | 4096 |  2  |  0  | 16  |   1   |  1   | [[2, 1024, 4096]]  | bf16  |       1.49       |        1.5        |       1.52       |       12.49        | 0.00e+00 | 8.39e+06 |        0%        |    562.99%    |
| 1024  | 4096 |  4  |  0  | 16  |   1   |  1   | [[4, 1024, 4096]]  | bf16  |       1.49       |       1.52        |       1.54       |       22.97        | 0.00e+00 | 1.68e+07 |        0%        |   1125.99%    |
| 1024  | 4096 |  8  |  0  | 16  |   1   |  1   | [[8, 1024, 4096]]  | bf16  |       1.5        |       1.52        |       1.55       |       43.94        | 0.00e+00 | 3.36e+07 |        0%        |   2236.96%    |
| 1024  | 4096 | 16  |  0  | 16  |   1   |  1   | [[16, 1024, 4096]] | bf16  |       1.5        |       1.52        |       1.55       |       85.89        | 0.00e+00 | 6.71e+07 |        0%        |   4473.92%    |
| 1024  | 4096 | 32  |  0  | 16  |   1   |  1   | [[32, 1024, 4096]] | bf16  |       1.49       |       1.52        |       1.56       |       169.77       | 0.00e+00 | 1.34e+08 |        0%        |    9007.9%    |
| 2048  | 4096 |  1  |  0  | 16  |   1   |  1   | [[1, 2048, 4096]]  | bf16  |       1.48       |       1.52        |       1.55       |       12.49        | 0.00e+00 | 8.39e+06 |        0%        |    566.8%     |
| 2048  | 4096 |  2  |  0  | 16  |   1   |  1   | [[2, 2048, 4096]]  | bf16  |       1.52       |       1.53        |       1.54       |       22.97        | 0.00e+00 | 1.68e+07 |        0%        |   1103.76%    |
| 2048  | 4096 |  4  |  0  | 16  |   1   |  1   | [[4, 2048, 4096]]  | bf16  |       1.52       |       1.53        |       1.56       |       43.94        | 0.00e+00 | 3.36e+07 |        0%        |   2207.53%    |
| 2048  | 4096 |  8  |  0  | 16  |   1   |  1   | [[8, 2048, 4096]]  | bf16  |       1.49       |       1.52        |       1.56       |       85.89        | 0.00e+00 | 6.71e+07 |        0%        |   4503.95%    |
| 2048  | 4096 | 16  |  0  | 16  |   1   |  1   | [[16, 2048, 4096]] | bf16  |       1.5        |       1.52        |       1.59       |       169.77       | 0.00e+00 | 1.34e+08 |        0%        |   8947.85%    |
| 2048  | 4096 | 32  |  0  | 16  |   1   |  1   | [[32, 2048, 4096]] | bf16  |       1.5        |       1.52        |       1.54       |       337.54       | 0.00e+00 | 2.68e+08 |        0%        |   17895.7%    |
| 4096  | 4096 |  1  |  0  | 16  |   1   |  1   | [[1, 4096, 4096]]  | bf16  |       1.5        |       1.53        |       1.57       |       22.97        | 0.00e+00 | 1.68e+07 |        0%        |   1118.48%    |
| 4096  | 4096 |  2  |  0  | 16  |   1   |  1   | [[2, 4096, 4096]]  | bf16  |       1.5        |       1.53        |       1.59       |       43.94        | 0.00e+00 | 3.36e+07 |        0%        |   2236.96%    |
| 4096  | 4096 |  4  |  0  | 16  |   1   |  1   | [[4, 4096, 4096]]  | bf16  |       1.52       |       1.53        |       1.55       |       85.89        | 0.00e+00 | 6.71e+07 |        0%        |   4415.06%    |
| 4096  | 4096 |  8  |  0  | 16  |   1   |  1   | [[8, 4096, 4096]]  | bf16  |       1.49       |       1.51        |       1.53       |       169.77       | 0.00e+00 | 1.34e+08 |        0%        |    9007.9%    |
| 4096  | 4096 | 16  |  0  | 16  |   1   |  1   | [[16, 4096, 4096]] | bf16  |       1.5        |       1.51        |       1.56       |       337.54       | 0.00e+00 | 2.68e+08 |        0%        |   17895.7%    |
| 4096  | 4096 | 32  |  0  | 16  |   1   |  1   | [[32, 4096, 4096]] | bf16  |       0.6        |       1.38        |       1.54       |       673.09       | 0.00e+00 | 5.37e+08 |        0%        |   89478.49%   |
|  32   | 8192 |  1  |  0  | 16  |   1   |  1   |  [[1, 32, 8192]]   | bf16  |       1.51       |       1.53        |       1.56       |        2.33        | 0.00e+00 | 2.62e+05 |        0%        |    17.36%     |
|  32   | 8192 |  2  |  0  | 16  |   1   |  1   |  [[2, 32, 8192]]   | bf16  |       1.49       |       1.51        |       1.53       |        2.66        | 0.00e+00 | 5.24e+05 |        0%        |    35.19%     |
|  32   | 8192 |  4  |  0  | 16  |   1   |  1   |  [[4, 32, 8192]]   | bf16  |       1.49       |       1.53        |       1.6        |        3.31        | 0.00e+00 | 1.05e+06 |        0%        |    70.37%     |
|  32   | 8192 |  8  |  0  | 16  |   1   |  1   |  [[8, 32, 8192]]   | bf16  |       1.5        |       1.56        |       1.64       |        4.62        | 0.00e+00 | 2.10e+06 |        0%        |    139.81%    |
|  32   | 8192 | 16  |  0  | 16  |   1   |  1   |  [[16, 32, 8192]]  | bf16  |       1.5        |       1.53        |       1.56       |        7.24        | 0.00e+00 | 4.19e+06 |        0%        |    279.62%    |
|  32   | 8192 | 32  |  0  | 16  |   1   |  1   |  [[32, 32, 8192]]  | bf16  |       1.5        |       1.52        |       1.55       |       12.49        | 0.00e+00 | 8.39e+06 |        0%        |    559.24%    |
|  64   | 8192 |  1  |  0  | 16  |   1   |  1   |  [[1, 64, 8192]]   | bf16  |       0.28       |       0.32        |       0.36       |        2.66        | 0.00e+00 | 5.24e+05 |        0%        |    187.25%    |
|  64   | 8192 |  2  |  0  | 16  |   1   |  1   |  [[2, 64, 8192]]   | bf16  |       1.48       |       1.52        |       1.55       |        3.31        | 0.00e+00 | 1.05e+06 |        0%        |    70.85%     |
|  64   | 8192 |  4  |  0  | 16  |   1   |  1   |  [[4, 64, 8192]]   | bf16  |       1.51       |       1.53        |       1.54       |        4.62        | 0.00e+00 | 2.10e+06 |        0%        |    138.88%    |
|  64   | 8192 |  8  |  0  | 16  |   1   |  1   |  [[8, 64, 8192]]   | bf16  |       1.51       |       1.53        |       1.54       |        7.24        | 0.00e+00 | 4.19e+06 |        0%        |    277.77%    |
|  64   | 8192 | 16  |  0  | 16  |   1   |  1   |  [[16, 64, 8192]]  | bf16  |       1.39       |       1.42        |       1.47       |       12.49        | 0.00e+00 | 8.39e+06 |        0%        |    603.5%     |
|  64   | 8192 | 32  |  0  | 16  |   1   |  1   |  [[32, 64, 8192]]  | bf16  |       1.49       |       1.52        |       1.55       |       22.97        | 0.00e+00 | 1.68e+07 |        0%        |   1125.99%    |
|  128  | 8192 |  1  |  0  | 16  |   1   |  1   |  [[1, 128, 8192]]  | bf16  |       1.51       |       1.53        |       1.56       |        3.31        | 0.00e+00 | 1.05e+06 |        0%        |    69.44%     |
|  128  | 8192 |  2  |  0  | 16  |   1   |  1   |  [[2, 128, 8192]]  | bf16  |       1.5        |       1.51        |       1.52       |        4.62        | 0.00e+00 | 2.10e+06 |        0%        |    139.81%    |
|  128  | 8192 |  4  |  0  | 16  |   1   |  1   |  [[4, 128, 8192]]  | bf16  |       1.51       |       1.54        |       1.57       |        7.24        | 0.00e+00 | 4.19e+06 |        0%        |    277.77%    |
|  128  | 8192 |  8  |  0  | 16  |   1   |  1   |  [[8, 128, 8192]]  | bf16  |       1.49       |       1.51        |       1.53       |       12.49        | 0.00e+00 | 8.39e+06 |        0%        |    562.99%    |
|  128  | 8192 | 16  |  0  | 16  |   1   |  1   | [[16, 128, 8192]]  | bf16  |       1.5        |       1.54        |       1.61       |       22.97        | 0.00e+00 | 1.68e+07 |        0%        |   1118.48%    |
|  128  | 8192 | 32  |  0  | 16  |   1   |  1   | [[32, 128, 8192]]  | bf16  |       1.48       |        1.5        |       1.52       |       43.94        | 0.00e+00 | 3.36e+07 |        0%        |   2267.19%    |
|  256  | 8192 |  1  |  0  | 16  |   1   |  1   |  [[1, 256, 8192]]  | bf16  |       1.44       |       1.46        |       1.49       |        4.62        | 0.00e+00 | 2.10e+06 |        0%        |    145.64%    |
|  256  | 8192 |  2  |  0  | 16  |   1   |  1   |  [[2, 256, 8192]]  | bf16  |       1.48       |       1.53        |       1.59       |        7.24        | 0.00e+00 | 4.19e+06 |        0%        |    283.4%     |
|  256  | 8192 |  4  |  0  | 16  |   1   |  1   |  [[4, 256, 8192]]  | bf16  |       1.45       |       1.46        |       1.48       |       12.49        | 0.00e+00 | 8.39e+06 |        0%        |    578.52%    |
|  256  | 8192 |  8  |  0  | 16  |   1   |  1   |  [[8, 256, 8192]]  | bf16  |       1.49       |       1.53        |       1.55       |       22.97        | 0.00e+00 | 1.68e+07 |        0%        |   1125.99%    |
|  256  | 8192 | 16  |  0  | 16  |   1   |  1   | [[16, 256, 8192]]  | bf16  |       1.5        |       1.53        |       1.55       |       43.94        | 0.00e+00 | 3.36e+07 |        0%        |   2236.96%    |
|  256  | 8192 | 32  |  0  | 16  |   1   |  1   | [[32, 256, 8192]]  | bf16  |       1.5        |       1.52        |       1.53       |       85.89        | 0.00e+00 | 6.71e+07 |        0%        |   4473.92%    |
|  512  | 8192 |  1  |  0  | 16  |   1   |  1   |  [[1, 512, 8192]]  | bf16  |       1.49       |       1.51        |       1.53       |        7.24        | 0.00e+00 | 4.19e+06 |        0%        |    281.5%     |
|  512  | 8192 |  2  |  0  | 16  |   1   |  1   |  [[2, 512, 8192]]  | bf16  |       1.5        |       1.58        |       1.78       |       12.49        | 0.00e+00 | 8.39e+06 |        0%        |    559.24%    |
|  512  | 8192 |  4  |  0  | 16  |   1   |  1   |  [[4, 512, 8192]]  | bf16  |       1.49       |       1.51        |       1.52       |       22.97        | 0.00e+00 | 1.68e+07 |        0%        |   1125.99%    |
|  512  | 8192 |  8  |  0  | 16  |   1   |  1   |  [[8, 512, 8192]]  | bf16  |       1.49       |       1.51        |       1.54       |       43.94        | 0.00e+00 | 3.36e+07 |        0%        |   2251.98%    |
