Test Case: B200_aten-slice
|  M   |  N   | start | end |   _tensor    | step | dim | dtype | duration_mean(us) | duration_min(us) | duration_max(us) | theory_latency(us) |
|  8   | 128  |   4   | 32  |   [8, 128]   |  1   |  1  | fp16  |       87.51       |      86.46       |       88.9       |        9.87        |
| 128  | 128  |   4   | 32  |  [128, 128]  |  1   |  1  | fp16  |       87.54       |      86.51       |      88.14       |       17.74        |
| 1024 | 128  |   4   | 32  | [1024, 128]  |  1   |  1  | fp16  |       88.13       |      87.64       |      88.68       |       33.48        |
| 4096 | 128  |   4   | 32  | [4096, 128]  |  1   |  1  | fp16  |       87.31       |      86.74       |      87.72       |        9.87        |
|  1   | 1024 |   4   | 32  |  [1, 1024]   |  1   |  1  | fp16  |       87.86       |      87.25       |      88.52       |       17.73        |
|  2   | 1024 |   4   | 32  |  [2, 1024]   |  1   |  1  | fp16  |       87.32       |       86.7       |      87.71       |       33.47        |
|  8   | 1024 |   4   | 32  |  [8, 1024]   |  1   |  1  | fp16  |       87.55       |      87.12       |      88.01       |       64.94        |
| 128  | 1024 |   4   | 32  | [128, 1024]  |  1   |  1  | fp16  |       87.75       |      86.99       |      88.99       |       17.73        |
| 1024 | 1024 |   4   | 32  | [1024, 1024] |  1   |  1  | fp16  |       87.25       |       86.5       |      87.85       |       33.46        |
| 4096 | 1024 |   4   | 32  | [4096, 1024] |  1   |  1  | fp16  |       87.93       |      87.65       |      88.16       |       64.93        |
|  1   | 8192 |   4   | 32  |  [1, 8192]   |  1   |  1  | fp16  |       87.75       |      87.31       |      88.22       |       127.85       |
|  2   | 8192 |   4   | 32  |  [2, 8192]   |  1   |  1  | fp16  |       87.56       |      87.02       |      88.35       |        3.97        |
|  8   | 8192 |   4   | 32  |  [8, 8192]   |  1   |  1  | fp16  |       87.71       |      87.28       |       88.1       |        5.94        |
| 128  | 8192 |   4   | 32  | [128, 8192]  |  1   |  1  | fp16  |       87.6        |      86.68       |      88.33       |        9.88        |
| 1024 | 8192 |   4   | 32  | [1024, 8192] |  1   |  1  | fp16  |       87.61       |      86.84       |       88.3       |       17.75        |
| 4096 | 8192 |   4   | 32  | [4096, 8192] |  1   |  1  | fp16  |       88.07       |      87.19       |      89.07       |        5.94        |
|  1   |  32  |   0   | -1  |   [1, 32]    |  1   |  1  | fp16  |       87.73       |      86.77       |      88.23       |        9.87        |
|  2   |  32  |   0   | -1  |   [2, 32]    |  1   |  1  | fp16  |       87.3        |      86.94       |      87.93       |       17.74        |
|  8   |  32  |   0   | -1  |   [8, 32]    |  1   |  1  | fp16  |       87.79       |      87.42       |       88.1       |       33.48        |
| 128  |  32  |   0   | -1  |  [128, 32]   |  1   |  1  | fp16  |       87.58       |      87.03       |      88.25       |        9.87        |
| 1024 |  32  |   0   | -1  |  [1024, 32]  |  1   |  1  | fp16  |       87.61       |      86.94       |       88.0       |       17.73        |
| 4096 |  32  |   0   | -1  |  [4096, 32]  |  1   |  1  | fp16  |       87.89       |      87.27       |      88.61       |       33.47        |
|  1   | 128  |   0   | -1  |   [1, 128]   |  1   |  1  | fp16  |       87.8        |      87.27       |      88.05       |       64.94        |
|  2   | 128  |   0   | -1  |   [2, 128]   |  1   |  1  | fp16  |       87.8        |      86.97       |       88.2       |       17.73        |
|  8   | 128  |   0   | -1  |   [8, 128]   |  1   |  1  | fp16  |       87.94       |      87.54       |      88.33       |       33.46        |
| 128  | 128  |   0   | -1  |  [128, 128]  |  1   |  1  | fp16  |       87.25       |      86.33       |      88.06       |       64.93        |
| 1024 | 128  |   0   | -1  | [1024, 128]  |  1   |  1  | fp16  |       87.53       |      86.76       |      88.22       |       127.85       |
| 4096 | 128  |   0   | -1  | [4096, 128]  |  1   |  1  | fp16  |       87.34       |      87.02       |      87.64       |       33.46        |
|  1   | 1024 |   0   | -1  |  [1, 1024]   |  1   |  1  | fp16  |       87.68       |      86.75       |      88.52       |       64.92        |
|  2   | 1024 |   0   | -1  |  [2, 1024]   |  1   |  1  | fp16  |       87.81       |      87.32       |      88.37       |       127.84       |
|  8   | 1024 |   0   | -1  |  [8, 1024]   |  1   |  1  | fp16  |       88.06       |      87.26       |      88.78       |       253.68       |
| 128  | 1024 |   0   | -1  | [128, 1024]  |  1   |  1  | fp16  |       87.86       |       87.0       |      88.74       |       64.92        |
| 1024 | 1024 |   0   | -1  | [1024, 1024] |  1   |  1  | fp16  |       88.28       |      87.01       |       89.0       |       127.83       |
| 4096 | 1024 |   0   | -1  | [4096, 1024] |  1   |  1  | fp16  |       88.32       |      87.85       |      88.74       |       253.67       |
|  1   | 8192 |   0   | -1  |  [1, 8192]   |  1   |  1  | fp16  |       87.82       |      87.25       |      88.47       |       505.34       |
|  2   | 8192 |   0   | -1  |  [2, 8192]   |  1   |  1  | fp16  |       88.51       |      87.85       |      89.03       |        5.94        |
|  8   | 8192 |   0   | -1  |  [8, 8192]   |  1   |  1  | fp16  |       88.24       |      87.48       |      89.09       |        9.87        |
| 128  | 8192 |   0   | -1  | [128, 8192]  |  1   |  1  | fp16  |       88.3        |      87.95       |      88.56       |       17.74        |
| 1024 | 8192 |   0   | -1  | [1024, 8192] |  1   |  1  | fp16  |       88.79       |      87.49       |      89.77       |       33.48        |
| 4096 | 8192 |   0   | -1  | [4096, 8192] |  1   |  1  | fp16  |       88.48       |      87.88       |      89.19       |        9.87        |
|  1   |  32  |   1   | -1  |   [1, 32]    |  1   |  1  | fp16  |       89.1        |      88.63       |      89.85       |       17.73        |
|  2   |  32  |   1   | -1  |   [2, 32]    |  1   |  1  | fp16  |       89.32       |       88.7       |      89.81       |       33.47        |
|  8   |  32  |   1   | -1  |   [8, 32]    |  1   |  1  | fp16  |       88.37       |      87.51       |      88.88       |       64.94        |
| 128  |  32  |   1   | -1  |  [128, 32]   |  1   |  1  | fp16  |       88.41       |      87.44       |       89.0       |       17.73        |
| 1024 |  32  |   1   | -1  |  [1024, 32]  |  1   |  1  | fp16  |       88.59       |      87.97       |      89.13       |       33.46        |
| 4096 |  32  |   1   | -1  |  [4096, 32]  |  1   |  1  | fp16  |       88.16       |      87.57       |      88.69       |       64.93        |
|  1   | 128  |   1   | -1  |   [1, 128]   |  1   |  1  | fp16  |       88.49       |      88.08       |      89.14       |       127.85       |
|  2   | 128  |   1   | -1  |   [2, 128]   |  1   |  1  | fp16  |       88.42       |      87.47       |      89.03       |       33.46        |
|  8   | 128  |   1   | -1  |   [8, 128]   |  1   |  1  | fp16  |       87.72       |      87.47       |      87.84       |       64.92        |
| 128  | 128  |   1   | -1  |  [128, 128]  |  1   |  1  | fp16  |       87.99       |      86.97       |      89.03       |       127.84       |
| 1024 | 128  |   1   | -1  | [1024, 128]  |  1   |  1  | fp16  |       88.66       |      87.78       |      89.52       |       253.68       |
| 4096 | 128  |   1   | -1  | [4096, 128]  |  1   |  1  | fp16  |       88.23       |      87.28       |      89.15       |       64.92        |
|  1   | 1024 |   1   | -1  |  [1, 1024]   |  1   |  1  | fp16  |       88.33       |      87.31       |      89.33       |       127.83       |
|  2   | 1024 |   1   | -1  |  [2, 1024]   |  1   |  1  | fp16  |       89.23       |      88.73       |      90.36       |       253.67       |
|  8   | 1024 |   1   | -1  |  [8, 1024]   |  1   |  1  | fp16  |       88.62       |      88.19       |      89.03       |       505.34       |
| 128  | 1024 |   1   | -1  | [128, 1024]  |  1   |  1  | fp16  |       89.16       |      88.58       |      89.72       |       127.83       |
| 1024 | 1024 |   1   | -1  | [1024, 1024] |  1   |  1  | fp16  |       88.41       |      88.13       |      88.81       |       253.66       |
| 4096 | 1024 |   1   | -1  | [4096, 1024] |  1   |  1  | fp16  |       89.42       |      88.93       |      90.19       |       505.33       |
|  1   | 8192 |   1   | -1  |  [1, 8192]   |  1   |  1  | fp16  |       89.02       |      87.72       |      89.73       |      1008.66       |
|  2   | 8192 |   1   | -1  |  [2, 8192]   |  1   |  1  | fp16  |       88.1        |      87.73       |      88.86       |        2.66        |
|  8   | 8192 |   1   | -1  |  [8, 8192]   |  1   |  1  | fp16  |       89.07       |      87.94       |      89.91       |        3.32        |
| 128  | 8192 |   1   | -1  | [128, 8192]  |  1   |  1  | fp16  |       89.04       |       88.1       |      90.42       |        4.65        |
| 1024 | 8192 |   1   | -1  | [1024, 8192] |  1   |  1  | fp16  |       88.82       |      88.09       |      89.61       |        7.29        |
| 4096 | 8192 |   1   | -1  | [4096, 8192] |  1   |  1  | fp16  |       89.28       |      88.88       |      89.68       |        3.32        |
|  1   |  32  |   4   | -1  |   [1, 32]    |  1   |  1  | fp16  |       89.09       |      88.63       |      89.72       |        4.64        |
|  2   |  32  |   4   | -1  |   [2, 32]    |  1   |  1  | fp16  |       88.28       |      87.41       |      90.14       |        7.28        |
|  8   |  32  |   4   | -1  |   [8, 32]    |  1   |  1  | fp16  |       88.62       |      88.05       |      89.02       |       12.56        |
| 128  |  32  |   4   | -1  |  [128, 32]   |  1   |  1  | fp16  |       88.71       |       87.8       |      89.75       |        4.64        |
| 1024 |  32  |   4   | -1  |  [1024, 32]  |  1   |  1  | fp16  |       87.65       |      86.34       |      88.32       |        7.27        |
| 4096 |  32  |   4   | -1  |  [4096, 32]  |  1   |  1  | fp16  |       87.98       |      86.89       |      88.61       |       12.54        |
|  1   | 128  |   4   | -1  |   [1, 128]   |  1   |  1  | fp16  |       87.87       |       87.3       |      88.53       |       23.08        |
|  2   | 128  |   4   | -1  |   [2, 128]   |  1   |  1  | fp16  |       87.97       |      87.43       |      88.66       |        7.27        |
|  8   | 128  |   4   | -1  |   [8, 128]   |  1   |  1  | fp16  |       88.06       |      87.29       |      88.85       |       12.53        |
| 128  | 128  |   4   | -1  |  [128, 128]  |  1   |  1  | fp16  |       87.52       |      86.81       |      87.88       |       23.07        |
| 1024 | 128  |   4   | -1  | [1024, 128]  |  1   |  1  | fp16  |       87.9        |      87.09       |      88.54       |       44.14        |
| 4096 | 128  |   4   | -1  | [4096, 128]  |  1   |  1  | fp16  |       88.27       |      86.89       |      89.25       |       12.53        |
|  1   | 1024 |   4   | -1  |  [1, 1024]   |  1   |  1  | fp16  |       87.73       |      87.45       |      88.01       |       23.06        |
|  2   | 1024 |   4   | -1  |  [2, 1024]   |  1   |  1  | fp16  |       88.12       |      87.67       |      88.66       |       44.12        |
|  8   | 1024 |   4   | -1  |  [8, 1024]   |  1   |  1  | fp16  |       87.8        |      87.24       |      88.32       |       86.24        |
| 128  | 1024 |   4   | -1  | [128, 1024]  |  1   |  1  | fp16  |       87.45       |      86.97       |      88.06       |       23.06        |
| 1024 | 1024 |   4   | -1  | [1024, 1024] |  1   |  1  | fp16  |       88.51       |      87.89       |      88.91       |       44.11        |
| 4096 | 1024 |   4   | -1  | [4096, 1024] |  1   |  1  | fp16  |       88.66       |      87.46       |      89.31       |       86.23        |
|  1   | 8192 |   4   | -1  |  [1, 8192]   |  1   |  1  | fp16  |       87.94       |      86.99       |       89.1       |       170.46       |
|  2   | 8192 |   4   | -1  |  [2, 8192]   |  1   |  1  | fp16  |       88.15       |      87.19       |      89.43       |        4.64        |
|  8   | 8192 |   4   | -1  |  [8, 8192]   |  1   |  1  | fp16  |       88.3        |      87.53       |      88.86       |        7.27        |
| 128  | 8192 |   4   | -1  | [128, 8192]  |  1   |  1  | fp16  |       87.99       |      87.59       |      88.34       |       12.54        |
| 1024 | 8192 |   4   | -1  | [1024, 8192] |  1   |  1  | fp16  |       88.19       |      87.66       |      88.67       |       23.08        |
| 4096 | 8192 |   4   | -1  | [4096, 8192] |  1   |  1  | fp16  |       88.15       |      87.71       |      88.52       |        7.27        |
