Test Case: L40S_aten_slice
|   M   |  N   |  B  | dim | end | start | step |    input_shape     | dtype | duration_min(us) | duration_mean(us) | duration_max(us) | theory_latency(us) |  flops   |    io    | flops_efficiency | io_efficiency |
| 32768 | 4096 | N/A |  0  | -1  |   1   |  1   |  [[32768, 4096]]   | bf16  |       1.39       |       1.41        |       1.44       |       390.36       | 0.00e+00 | 1.34e+08 |        0%        |   22351.74%   |
|  32   | 8192 | N/A |  0  | -1  |   1   |  1   |    [[32, 8192]]    | bf16  |       1.41       |       1.45        |       1.49       |        2.76        | 0.00e+00 | 2.62e+05 |        0%        |    43.04%     |
|  64   | 8192 | N/A |  0  | -1  |   1   |  1   |    [[64, 8192]]    | bf16  |       1.39       |       1.44        |       1.47       |        3.52        | 0.00e+00 | 5.24e+05 |        0%        |    87.31%     |
|  128  | 8192 | N/A |  0  | -1  |   1   |  1   |   [[128, 8192]]    | bf16  |       1.4        |       1.44        |       1.48       |        5.03        | 0.00e+00 | 1.05e+06 |        0%        |    173.38%    |
|  256  | 8192 | N/A |  0  | -1  |   1   |  1   |   [[256, 8192]]    | bf16  |       1.41       |       1.43        |       1.45       |        8.07        | 0.00e+00 | 2.10e+06 |        0%        |    344.29%    |
|  512  | 8192 | N/A |  0  | -1  |   1   |  1   |   [[512, 8192]]    | bf16  |       1.41       |       1.44        |       1.48       |       14.14        | 0.00e+00 | 4.19e+06 |        0%        |    688.58%    |
| 1024  | 8192 | N/A |  0  | -1  |   1   |  1   |   [[1024, 8192]]   | bf16  |       1.38       |       1.42        |       1.47       |       26.27        | 0.00e+00 | 8.39e+06 |        0%        |   1407.11%    |
| 2048  | 8192 | N/A |  0  | -1  |   1   |  1   |   [[2048, 8192]]   | bf16  |       1.42       |       1.47        |       1.56       |       50.55        | 0.00e+00 | 1.68e+07 |        0%        |   2734.94%    |
| 4096  | 8192 | N/A |  0  | -1  |   1   |  1   |   [[4096, 8192]]   | bf16  |       1.38       |       1.41        |       1.44       |       99.09        | 0.00e+00 | 3.36e+07 |        0%        |   5628.43%    |
| 8192  | 8192 | N/A |  0  | -1  |   1   |  1   |   [[8192, 8192]]   | bf16  |       1.39       |       1.43        |       1.47       |       196.18       | 0.00e+00 | 6.71e+07 |        0%        |   11175.87%   |
| 16384 | 8192 | N/A |  0  | -1  |   1   |  1   |  [[16384, 8192]]   | bf16  |       1.41       |       1.44        |       1.47       |       390.36       | 0.00e+00 | 1.34e+08 |        0%        |   22034.69%   |
| 32768 | 8192 | N/A |  0  | -1  |   1   |  1   |  [[32768, 8192]]   | bf16  |       1.41       |       1.45        |       1.49       |       778.72       | 0.00e+00 | 2.68e+08 |        0%        |   44069.39%   |
|  32   |  32  | N/A |  0  | -1  |   4   |  1   |     [[32, 32]]     | bf16  |       1.38       |        1.4        |       1.43       |        2.0         | 0.00e+00 | 1.02e+03 |        0%        |     0.17%     |
|  64   |  32  | N/A |  0  | -1  |   4   |  1   |     [[64, 32]]     | bf16  |       1.39       |       1.41        |       1.44       |        2.01        | 0.00e+00 | 2.05e+03 |        0%        |     0.34%     |
|  128  |  32  | N/A |  0  | -1  |   4   |  1   |    [[128, 32]]     | bf16  |       1.39       |       1.43        |       1.47       |        2.01        | 0.00e+00 | 4.10e+03 |        0%        |     0.68%     |
|  256  |  32  | N/A |  0  | -1  |   4   |  1   |    [[256, 32]]     | bf16  |       1.39       |       1.43        |       1.48       |        2.02        | 0.00e+00 | 8.19e+03 |        0%        |     1.36%     |
|  512  |  32  | N/A |  0  | -1  |   4   |  1   |    [[512, 32]]     | bf16  |       1.41       |       1.43        |       1.46       |        2.05        | 0.00e+00 | 1.64e+04 |        0%        |     2.69%     |
| 1024  |  32  | N/A |  0  | -1  |   4   |  1   |    [[1024, 32]]    | bf16  |       1.39       |       1.43        |       1.47       |        2.09        | 0.00e+00 | 3.28e+04 |        0%        |     5.46%     |
| 2048  |  32  | N/A |  0  | -1  |   4   |  1   |    [[2048, 32]]    | bf16  |       1.37       |        1.4        |       1.43       |        2.19        | 0.00e+00 | 6.55e+04 |        0%        |    11.07%     |
| 4096  |  32  | N/A |  0  | -1  |   4   |  1   |    [[4096, 32]]    | bf16  |       1.4        |       1.42        |       1.44       |        2.38        | 0.00e+00 | 1.31e+05 |        0%        |    21.67%     |
| 8192  |  32  | N/A |  0  | -1  |   4   |  1   |    [[8192, 32]]    | bf16  |       1.41       |       1.44        |       1.48       |        2.76        | 0.00e+00 | 2.62e+05 |        0%        |    43.04%     |
| 16384 |  32  | N/A |  0  | -1  |   4   |  1   |   [[16384, 32]]    | bf16  |       1.38       |        1.4        |       1.43       |        3.52        | 0.00e+00 | 5.24e+05 |        0%        |    87.94%     |
| 32768 |  32  | N/A |  0  | -1  |   4   |  1   |   [[32768, 32]]    | bf16  |       1.4        |       1.43        |       1.45       |        5.03        | 0.00e+00 | 1.05e+06 |        0%        |    173.38%    |
|  32   |  64  | N/A |  0  | -1  |   4   |  1   |     [[32, 64]]     | bf16  |       1.42       |       1.44        |       1.48       |        2.01        | 0.00e+00 | 2.05e+03 |        0%        |     0.33%     |
|  64   |  64  | N/A |  0  | -1  |   4   |  1   |     [[64, 64]]     | bf16  |       1.4        |       1.42        |       1.44       |        2.01        | 0.00e+00 | 4.10e+03 |        0%        |     0.68%     |
|  128  |  64  | N/A |  0  | -1  |   4   |  1   |    [[128, 64]]     | bf16  |       1.42       |       1.45        |       1.55       |        2.02        | 0.00e+00 | 8.19e+03 |        0%        |     1.34%     |
|  256  |  64  | N/A |  0  | -1  |   4   |  1   |    [[256, 64]]     | bf16  |       1.99       |       2.07        |       2.12       |        2.05        | 0.00e+00 | 1.64e+04 |        0%        |     1.91%     |
|  512  |  64  | N/A |  0  | -1  |   4   |  1   |    [[512, 64]]     | bf16  |       1.4        |       1.43        |       1.48       |        2.09        | 0.00e+00 | 3.28e+04 |        0%        |     5.42%     |
| 1024  |  64  | N/A |  0  | -1  |   4   |  1   |    [[1024, 64]]    | bf16  |       1.4        |       1.42        |       1.44       |        2.19        | 0.00e+00 | 6.55e+04 |        0%        |    10.84%     |
| 2048  |  64  | N/A |  0  | -1  |   4   |  1   |    [[2048, 64]]    | bf16  |       1.37       |       1.42        |       1.46       |        2.38        | 0.00e+00 | 1.31e+05 |        0%        |    22.15%     |
| 4096  |  64  | N/A |  0  | -1  |   4   |  1   |    [[4096, 64]]    | bf16  |       1.39       |       1.41        |       1.44       |        2.76        | 0.00e+00 | 2.62e+05 |        0%        |    43.66%     |
| 8192  |  64  | N/A |  0  | -1  |   4   |  1   |    [[8192, 64]]    | bf16  |       1.41       |       1.43        |       1.49       |        3.52        | 0.00e+00 | 5.24e+05 |        0%        |    86.07%     |
| 16384 |  64  | N/A |  0  | -1  |   4   |  1   |   [[16384, 64]]    | bf16  |       1.39       |       1.41        |       1.43       |        5.03        | 0.00e+00 | 1.05e+06 |        0%        |    174.62%    |
| 32768 |  64  | N/A |  0  | -1  |   4   |  1   |   [[32768, 64]]    | bf16  |       1.4        |       1.44        |       1.46       |        8.07        | 0.00e+00 | 2.10e+06 |        0%        |    346.75%    |
|  32   | 128  | N/A |  0  | -1  |   4   |  1   |    [[32, 128]]     | bf16  |       1.37       |       1.42        |       1.48       |        2.01        | 0.00e+00 | 4.10e+03 |        0%        |     0.69%     |
|  64   | 128  | N/A |  0  | -1  |   4   |  1   |    [[64, 128]]     | bf16  |       1.4        |       1.44        |       1.47       |        2.02        | 0.00e+00 | 8.19e+03 |        0%        |     1.35%     |
|  128  | 128  | N/A |  0  | -1  |   4   |  1   |    [[128, 128]]    | bf16  |       1.38       |       1.42        |       1.47       |        2.05        | 0.00e+00 | 1.64e+04 |        0%        |     2.75%     |
|  256  | 128  | N/A |  0  | -1  |   4   |  1   |    [[256, 128]]    | bf16  |       1.39       |       1.42        |       1.44       |        2.09        | 0.00e+00 | 3.28e+04 |        0%        |     5.46%     |
|  512  | 128  | N/A |  0  | -1  |   4   |  1   |    [[512, 128]]    | bf16  |       1.4        |       1.42        |       1.44       |        2.19        | 0.00e+00 | 6.55e+04 |        0%        |    10.84%     |
| 1024  | 128  | N/A |  0  | -1  |   4   |  1   |   [[1024, 128]]    | bf16  |       1.38       |       1.41        |       1.44       |        2.38        | 0.00e+00 | 1.31e+05 |        0%        |    21.99%     |
| 2048  | 128  | N/A |  0  | -1  |   4   |  1   |   [[2048, 128]]    | bf16  |       1.4        |       1.43        |       1.47       |        2.76        | 0.00e+00 | 2.62e+05 |        0%        |    43.34%     |
| 4096  | 128  | N/A |  0  | -1  |   4   |  1   |   [[4096, 128]]    | bf16  |       1.38       |       1.41        |       1.5        |        3.52        | 0.00e+00 | 5.24e+05 |        0%        |    87.94%     |
| 8192  | 128  | N/A |  0  | -1  |   4   |  1   |   [[8192, 128]]    | bf16  |       1.4        |       1.44        |       1.49       |        5.03        | 0.00e+00 | 1.05e+06 |        0%        |    173.38%    |
| 16384 | 128  | N/A |  0  | -1  |   4   |  1   |   [[16384, 128]]   | bf16  |       1.39       |       1.42        |       1.48       |        8.07        | 0.00e+00 | 2.10e+06 |        0%        |    349.25%    |
| 32768 | 128  | N/A |  0  | -1  |   4   |  1   |   [[32768, 128]]   | bf16  |       1.38       |       1.43        |       1.46       |       14.14        | 0.00e+00 | 4.19e+06 |        0%        |    703.55%    |
|  32   | 512  | N/A |  0  | -1  |   4   |  1   |    [[32, 512]]     | bf16  |       1.39       |       1.42        |       1.47       |        2.05        | 0.00e+00 | 1.64e+04 |        0%        |     2.73%     |
|  64   | 512  | N/A |  0  | -1  |   4   |  1   |    [[64, 512]]     | bf16  |       1.41       |       1.43        |       1.47       |        2.09        | 0.00e+00 | 3.28e+04 |        0%        |     5.38%     |
|  128  | 512  | N/A |  0  | -1  |   4   |  1   |    [[128, 512]]    | bf16  |       1.4        |       1.44        |       1.47       |        2.19        | 0.00e+00 | 6.55e+04 |        0%        |    10.84%     |
|  256  | 512  | N/A |  0  | -1  |   4   |  1   |    [[256, 512]]    | bf16  |       1.42       |       1.44        |       1.46       |        2.38        | 0.00e+00 | 1.31e+05 |        0%        |    21.37%     |
|  512  | 512  | N/A |  0  | -1  |   4   |  1   |    [[512, 512]]    | bf16  |       1.4        |       1.44        |       1.5        |        2.76        | 0.00e+00 | 2.62e+05 |        0%        |    43.34%     |
| 1024  | 512  | N/A |  0  | -1  |   4   |  1   |   [[1024, 512]]    | bf16  |       1.39       |       1.41        |       1.43       |        3.52        | 0.00e+00 | 5.24e+05 |        0%        |    87.31%     |
| 2048  | 512  | N/A |  0  | -1  |   4   |  1   |   [[2048, 512]]    | bf16  |       1.41       |       1.44        |       1.49       |        5.03        | 0.00e+00 | 1.05e+06 |        0%        |    172.15%    |
| 4096  | 512  | N/A |  0  | -1  |   4   |  1   |   [[4096, 512]]    | bf16  |       1.41       |       1.44        |       1.48       |        8.07        | 0.00e+00 | 2.10e+06 |        0%        |    344.29%    |
| 8192  | 512  | N/A |  0  | -1  |   4   |  1   |   [[8192, 512]]    | bf16  |       1.38       |       1.41        |       1.44       |       14.14        | 0.00e+00 | 4.19e+06 |        0%        |    703.55%    |
| 16384 | 512  | N/A |  0  | -1  |   4   |  1   |   [[16384, 512]]   | bf16  |       1.4        |       1.42        |       1.44       |       26.27        | 0.00e+00 | 8.39e+06 |        0%        |   1387.01%    |
| 32768 | 512  | N/A |  0  | -1  |   4   |  1   |   [[32768, 512]]   | bf16  |       1.39       |       1.41        |       1.44       |       50.55        | 0.00e+00 | 1.68e+07 |        0%        |   2793.97%    |
|  32   | 768  | N/A |  0  | -1  |   4   |  1   |    [[32, 768]]     | bf16  |       1.39       |       1.42        |       1.47       |        2.07        | 0.00e+00 | 2.46e+04 |        0%        |     4.09%     |
|  64   | 768  | N/A |  0  | -1  |   4   |  1   |    [[64, 768]]     | bf16  |       1.4        |       1.43        |       1.46       |        2.14        | 0.00e+00 | 4.92e+04 |        0%        |     8.13%     |
|  128  | 768  | N/A |  0  | -1  |   4   |  1   |    [[128, 768]]    | bf16  |       1.4        |       1.43        |       1.45       |        2.28        | 0.00e+00 | 9.83e+04 |        0%        |    16.25%     |
|  256  | 768  | N/A |  0  | -1  |   4   |  1   |    [[256, 768]]    | bf16  |       1.37       |        1.4        |       1.49       |        2.57        | 0.00e+00 | 1.97e+05 |        0%        |    33.22%     |
|  512  | 768  | N/A |  0  | -1  |   4   |  1   |    [[512, 768]]    | bf16  |       1.38       |       1.42        |       1.48       |        3.14        | 0.00e+00 | 3.93e+05 |        0%        |    65.96%     |
| 1024  | 768  | N/A |  0  | -1  |   4   |  1   |   [[1024, 768]]    | bf16  |       1.36       |       1.42        |       1.45       |        4.28        | 0.00e+00 | 7.86e+05 |        0%        |    133.86%    |
| 2048  | 768  | N/A |  0  | -1  |   4   |  1   |   [[2048, 768]]    | bf16  |       1.4        |       1.43        |       1.47       |        6.55        | 0.00e+00 | 1.57e+06 |        0%        |    260.06%    |
| 4096  | 768  | N/A |  0  | -1  |   4   |  1   |   [[4096, 768]]    | bf16  |       1.37       |       1.44        |       1.51       |        11.1        | 0.00e+00 | 3.15e+06 |        0%        |    531.52%    |
| 8192  | 768  | N/A |  0  | -1  |   4   |  1   |   [[8192, 768]]    | bf16  |       1.38       |       1.42        |       1.5        |        20.2        | 0.00e+00 | 6.29e+06 |        0%        |   1055.33%    |
| 16384 | 768  | N/A |  0  | -1  |   4   |  1   |   [[16384, 768]]   | bf16  |       1.41       |       1.44        |       1.48       |       38.41        | 0.00e+00 | 1.26e+07 |        0%        |   2065.75%    |
| 32768 | 768  | N/A |  0  | -1  |   4   |  1   |   [[32768, 768]]   | bf16  |       1.41       |       1.43        |       1.44       |       74.82        | 0.00e+00 | 2.52e+07 |        0%        |   4131.51%    |
|  32   | 2048 | N/A |  0  | -1  |   4   |  1   |    [[32, 2048]]    | bf16  |       1.4        |       1.42        |       1.44       |        2.19        | 0.00e+00 | 6.55e+04 |        0%        |    10.84%     |
|  64   | 2048 | N/A |  0  | -1  |   4   |  1   |    [[64, 2048]]    | bf16  |       1.4        |       1.43        |       1.48       |        2.38        | 0.00e+00 | 1.31e+05 |        0%        |    21.67%     |
|  128  | 2048 | N/A |  0  | -1  |   4   |  1   |   [[128, 2048]]    | bf16  |       1.38       |       1.41        |       1.42       |        2.76        | 0.00e+00 | 2.62e+05 |        0%        |    43.97%     |
|  256  | 2048 | N/A |  0  | -1  |   4   |  1   |   [[256, 2048]]    | bf16  |       1.4        |       1.42        |       1.45       |        3.52        | 0.00e+00 | 5.24e+05 |        0%        |    86.69%     |
|  512  | 2048 | N/A |  0  | -1  |   4   |  1   |   [[512, 2048]]    | bf16  |       1.37       |       1.42        |       1.46       |        5.03        | 0.00e+00 | 1.05e+06 |        0%        |    177.17%    |
| 1024  | 2048 | N/A |  0  | -1  |   4   |  1   |   [[1024, 2048]]   | bf16  |       1.39       |       1.42        |       1.45       |        8.07        | 0.00e+00 | 2.10e+06 |        0%        |    349.25%    |
| 2048  | 2048 | N/A |  0  | -1  |   4   |  1   |   [[2048, 2048]]   | bf16  |       1.39       |       1.44        |       1.46       |       14.14        | 0.00e+00 | 4.19e+06 |        0%        |    698.49%    |
| 4096  | 2048 | N/A |  0  | -1  |   4   |  1   |   [[4096, 2048]]   | bf16  |       1.38       |       1.41        |       1.44       |       26.27        | 0.00e+00 | 8.39e+06 |        0%        |   1407.11%    |
